,BikeParking,OutdoorSeating,GoodForKids,NoiseLevel,RestaurantsGoodForGroups,GoodForDancing,CoatCheck,WiFi,RestaurantsPriceRange2,HappyHour,Alcohol,ByAppointmentOnly,HasTV,RestaurantsReservations,BusinessAcceptsCreditCards,RestaurantsAttire,Caters,RestaurantsTakeOut,RestaurantsDelivery,Smoking,RestaurantsTableService,WheelchairAccessible,BusinessAcceptsBitcoin,DogsAllowed,Corkage,BYOBCorkage,BYOB,DriveThru,AgesAllowed,DietaryRestrictions,HairSpecializesIn,AcceptsInsurance,Open24Hours,RestaurantsCounterService,garage,street,validated,lot,valet,touristy,hipster,romantic,divey,intimate,trendy,upscale,classy,casual,dj,background_music,no_music,jukebox,live,video,karaoke,monday,tuesday,friday,wednesday,thursday,sunday,saturday,dessert,latenight,lunch,dinner,brunch,breakfast,stars
mR25wU5IXh715lPYOFdgaw,FALSE,FALSE,FALSE,'quiet',TRUE,NA,NA,'no',2,NA,'full_bar',NA,TRUE,TRUE,NA,'casual',NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3
lMyCs9TssL9fbQR_Xiekcw,TRUE,TRUE,FALSE,'average',TRUE,NA,NA,'free',2,NA,'beer_and_wine',NA,TRUE,TRUE,TRUE,'casual',NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4
VvMdpGdwnUCSmWYkNeMDJQ,TRUE,FALSE,TRUE,'average',TRUE,FALSE,NA,'no',4,FALSE,'full_bar',NA,TRUE,TRUE,TRUE,'casual',TRUE,FALSE,FALSE,'no',TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,4
X_rFhH.eSg6heHC9m0t.cBg,TRUE,TRUE,FALSE,'loud',TRUE,FALSE,NA,'free',1,NA,'full_bar',NA,TRUE,FALSE,TRUE,'casual',TRUE,TRUE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,4
X8D0riP6OYLoQ_pPE7Q2MNQ,TRUE,TRUE,TRUE,'average',TRUE,FALSE,FALSE,'free',2,TRUE,'full_bar',NA,TRUE,TRUE,NA,'casual',TRUE,TRUE,TRUE,'no',TRUE,TRUE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,3
X1kr4ETK1zNnDQuS2teM_OA,NA,NA,NA,NA,TRUE,NA,NA,'free',1,NA,NA,NA,TRUE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
bBDk37NRCuZndzgDG5j1Tw,TRUE,TRUE,FALSE,NA,TRUE,NA,NA,'free',2,TRUE,NA,NA,TRUE,TRUE,NA,'casual',NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3
zUgDrRtGvK5ZTFlHCsTHwA,TRUE,TRUE,TRUE,'average',TRUE,FALSE,FALSE,'no',2,TRUE,'beer_and_wine',NA,TRUE,TRUE,TRUE,'casual',TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,'no',NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,4
WP1e.VmnTW2K0A9dMCF10g,TRUE,FALSE,FALSE,'quiet',TRUE,FALSE,TRUE,'no',3,FALSE,'beer_and_wine',NA,FALSE,TRUE,NA,'casual',FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.5
DfLF3QDZq2RA.8J3Adrxhg,TRUE,FALSE,FALSE,'loud',TRUE,NA,NA,'free',2,NA,'full_bar',NA,TRUE,TRUE,TRUE,'casual',FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5
jaL7lPO6YOrH8YdqoWg3Kw,TRUE,FALSE,FALSE,'loud',TRUE,NA,NA,NA,2,NA,'full_bar',NA,TRUE,TRUE,NA,'casual',FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5
O1p3opN9vH2ACTWQ5dP5lA,TRUE,FALSE,NA,'loud',TRUE,FALSE,FALSE,'free',2,TRUE,'full_bar',NA,TRUE,FALSE,TRUE,NA,NA,TRUE,NA,'yes',NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,4.5
BfE8TnYa_LI1PyNSgs_v_g,TRUE,FALSE,NA,'average',TRUE,FALSE,TRUE,'free',2,TRUE,'full_bar',NA,FALSE,TRUE,NA,NA,NA,FALSE,FALSE,'outdoor',NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,3.5
HqhiUa._BiVzFU8YHCd8kA,TRUE,TRUE,TRUE,'loud',TRUE,NA,NA,NA,2,NA,'beer_and_wine',NA,TRUE,TRUE,NA,'casual',TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
OBrZN2cmKBQ88wKg7DIUzQ,FALSE,TRUE,NA,'quiet',TRUE,FALSE,FALSE,'free',2,TRUE,'full_bar',NA,TRUE,TRUE,TRUE,NA,NA,NA,NA,'yes',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5
Ir7NOgyO6tRkIL10R_xRZw,TRUE,FALSE,NA,'very_loud',TRUE,NA,NA,NA,2,NA,'full_bar',NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5
UDpV5ZVAWqkfW00GRb4E7g,FALSE,TRUE,TRUE,'average',TRUE,NA,NA,'no',2,TRUE,'full_bar',NA,TRUE,FALSE,TRUE,'casual',TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2.5
xK1TOiRPV8Mhp9Ub46AWEA,TRUE,NA,NA,NA,TRUE,NA,NA,NA,1,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
J1NQNefrN04g3idH0EBLfQ,TRUE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5
ukCTLs6T8LY1eUBXiAlmCg,TRUE,TRUE,FALSE,'average',TRUE,FALSE,NA,'free',3,NA,'full_bar',NA,TRUE,TRUE,TRUE,'dressy',FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,4.5
IErUZGwq_vF5gP6imdhpdw,TRUE,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,TRUE,NA,FALSE,TRUE,NA,NA,NA,TRUE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5
Wf7AV7JbR52qABil0bU8NA,TRUE,TRUE,TRUE,'average',TRUE,FALSE,TRUE,'free',2,TRUE,'full_bar',NA,TRUE,TRUE,TRUE,'casual',NA,TRUE,FALSE,'no',TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2.5
YbGbLGpjQwDMuHlOLTtgVQ,NA,TRUE,NA,'average',FALSE,NA,FALSE,NA,1,NA,'full_bar',NA,TRUE,TRUE,NA,NA,NA,NA,TRUE,'outdoor',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,2
X2Mnz482BN5VFpJ9vcY84KQ,TRUE,TRUE,TRUE,NA,TRUE,NA,NA,'free',NA,NA,'full_bar',NA,TRUE,TRUE,NA,NA,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
H4RMI_k3uU25X91XaBQICQ,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5
qzcX8ekyU0.xEjrGWk3Rbw,TRUE,TRUE,TRUE,'quiet',TRUE,FALSE,FALSE,'free',2,TRUE,'full_bar',NA,TRUE,TRUE,NA,'casual',FALSE,TRUE,FALSE,'no',TRUE,TRUE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2.5
FyBDYTg4wI4kjRPhisBeog,TRUE,TRUE,TRUE,NA,TRUE,FALSE,FALSE,'free',2,TRUE,'full_bar',NA,TRUE,FALSE,TRUE,'casual',TRUE,TRUE,TRUE,'no',TRUE,TRUE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,3
BATsNgvvNVbw7_Re1qoq4w,TRUE,FALSE,TRUE,'average',TRUE,NA,NA,'free',2,NA,'full_bar',NA,TRUE,TRUE,TRUE,'casual',TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5
rof8X8.2R6Z2sLuDrr1OXg,TRUE,TRUE,FALSE,'average',FALSE,FALSE,FALSE,'no',2,TRUE,'full_bar',NA,FALSE,FALSE,TRUE,'casual',FALSE,TRUE,FALSE,'no',TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,4
X7UUspdKZeZ_htCYUTNYSMQ,TRUE,TRUE,FALSE,'loud',TRUE,FALSE,NA,'free',1,NA,'full_bar',NA,TRUE,FALSE,TRUE,'casual',FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4
WvunDFSs2hJrPHVFqB6Y1w,TRUE,FALSE,TRUE,'average',TRUE,NA,NA,'no',1,NA,'beer_and_wine',NA,TRUE,FALSE,TRUE,'casual',TRUE,TRUE,TRUE,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,3.5
xVopquE2JKetpNJkor_jOA,FALSE,FALSE,TRUE,'quiet',TRUE,FALSE,NA,'no',2,NA,'full_bar',NA,TRUE,TRUE,TRUE,'casual',TRUE,TRUE,FALSE,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,4
LG2Pb8LCDptm0TrOtwPCew,NA,NA,TRUE,NA,FALSE,NA,NA,NA,2,NA,NA,NA,NA,TRUE,NA,'casual',NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
x_onUwRHvlStmDhmLIuPBg,TRUE,FALSE,FALSE,'loud',TRUE,FALSE,FALSE,'free',2,TRUE,'full_bar',NA,TRUE,TRUE,TRUE,'casual',FALSE,TRUE,FALSE,'yes',TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,4.5
YJxhpyRSCFByFgOLQZpCvQ,NA,NA,TRUE,NA,TRUE,NA,NA,NA,2,NA,NA,NA,NA,TRUE,NA,'dressy',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
XLc5WIzafCocqsycQhvEPw,TRUE,FALSE,FALSE,'average',FALSE,NA,NA,'no',2,TRUE,'full_bar',NA,FALSE,FALSE,NA,'casual',FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,4
k_CzraCoipAbJ0N5bwC3GA,TRUE,FALSE,NA,'average',TRUE,NA,NA,NA,1,TRUE,'full_bar',NA,TRUE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5
qRhxldX3lnOMJUNlytYvfQ,TRUE,FALSE,TRUE,'average',TRUE,FALSE,NA,'free',2,TRUE,'full_bar',NA,TRUE,FALSE,TRUE,'casual',FALSE,TRUE,FALSE,'no',TRUE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,2.5
t33qVzQ6AdSiq4lnI0KOyg,TRUE,TRUE,NA,'average',TRUE,FALSE,FALSE,NA,2,TRUE,'beer_and_wine',NA,TRUE,NA,TRUE,NA,FALSE,FALSE,NA,'outdoor',NA,TRUE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,4.5
X1a9YViZDThy3VqBnGOatmQ,TRUE,TRUE,TRUE,'average',TRUE,NA,NA,'free',2,TRUE,'full_bar',NA,FALSE,TRUE,TRUE,'casual',TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,'no',NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,3.5
Dn8R83o2IK73ttV816XyAg,TRUE,FALSE,FALSE,'average',TRUE,NA,NA,'no',2,NA,'full_bar',NA,TRUE,FALSE,TRUE,'casual',FALSE,TRUE,FALSE,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
cgoHLKJLsAK1ww0_ezNFnw,TRUE,FALSE,FALSE,'average',TRUE,NA,NA,'free',3,NA,'full_bar',NA,FALSE,TRUE,NA,'dressy',FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5
QnTuluWsuNb3aYCl.J9HVQ,TRUE,FALSE,FALSE,'average',TRUE,TRUE,FALSE,'free',1,TRUE,'full_bar',NA,TRUE,FALSE,TRUE,'casual',FALSE,TRUE,FALSE,'yes',TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,4.5
NTKxxbg2l55sdKD1UmBiBw,TRUE,TRUE,NA,NA,TRUE,NA,NA,'free',1,TRUE,'full_bar',NA,TRUE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5
X6Uf3RcK16NZeTxYTHXAD.Q,TRUE,FALSE,NA,'average',TRUE,NA,NA,NA,2,NA,'full_bar',NA,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,4
JuPngDeQHVgBLH.VIET_ag,TRUE,TRUE,TRUE,'average',TRUE,NA,NA,'free',2,NA,'full_bar',NA,TRUE,TRUE,TRUE,'casual',TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2.5
